Evaluation Summary - 2026-02-05T16:52:50.057836
flash_attn/gpt5.2_3.py -> flash_attn: 0.0
flash_attn/gpt5.2_4.py -> flash_attn: 0.0
flash_attn/gpt5.py -> flash_attn: 100.0
flash_attn/gpt5_1.py -> flash_attn: 100.0
flash_attn/gpt5_2.py -> flash_attn: 100.0
flash_attn/gpt5_3.py -> flash_attn: 0.0
flash_attn/gpt5_4.py -> flash_attn: 0.0
flash_attn/grok4fastreasoning.py -> flash_attn: 0.0
flash_attn/grok4fastreasoning_1.py -> flash_attn: 0.0
flash_attn/grok4fastreasoning_2.py -> flash_attn: 0.0
flash_attn/grok4fastreasoning_3.py -> flash_attn: 0.0
flash_attn/grok4fastreasoning_4.py -> flash_attn: 0.0
fused_linear_ce/deepseekreasoner.py -> fused_linear_ce: 0.0
fused_linear_ce/deepseekreasoner_1.py -> fused_linear_ce: 0.0
fused_linear_ce/deepseekreasoner_2.py -> fused_linear_ce: 0.0
fused_linear_ce/deepseekreasoner_3.py -> fused_linear_ce: 0.0
fused_linear_ce/deepseekreasoner_4.py -> fused_linear_ce: 0.0
fused_linear_ce/gemini2.5pro.py -> fused_linear_ce: 93.28428452086365
fused_linear_ce/gemini2.5pro_1.py -> fused_linear_ce: 99.0697848099531
fused_linear_ce/gemini2.5pro_2.py -> fused_linear_ce: 96.39981905338713
fused_linear_ce/gemini2.5pro_3.py -> fused_linear_ce: 0.0
fused_linear_ce/gemini2.5pro_4.py -> fused_linear_ce: 0.0
fused_linear_ce/gemini3pro.py -> fused_linear_ce: 97.39676149029239
fused_linear_ce/gemini3pro_1.py -> fused_linear_ce: 96.20319436981778
fused_linear_ce/gemini3pro_2.py -> fused_linear_ce: 99.0697848099531
fused_linear_ce/gemini3pro_3.py -> fused_linear_ce: 96.53846840781877
fused_linear_ce/gemini3pro_4.py -> fused_linear_ce: 0.0
fused_linear_ce/gpt5.1.py -> fused_linear_ce: 40.509771120600476
fused_linear_ce/gpt5.1_1.py -> fused_linear_ce: 0.0
fused_linear_ce/gpt5.1_2.py -> fused_linear_ce: 95.94375930296837
fused_linear_ce/gpt5.1_3.py -> fused_linear_ce: 0.0
fused_linear_ce/gpt5.1_4.py -> fused_linear_ce: 0.0
fused_linear_ce/gpt5.2.py -> fused_linear_ce: 0.0
fused_linear_ce/gpt5.2_1.py -> fused_linear_ce: 98.63005780291134
fused_linear_ce/gpt5.2_2.py -> fused_linear_ce: 0.0
fused_linear_ce/gpt5.2_3.py -> fused_linear_ce: 97.64013403579644
fused_linear_ce/gpt5.2_4.py -> fused_linear_ce: 98.8168581121127
fused_linear_ce/gpt5.py -> fused_linear_ce: 89.80733294496758
fused_linear_ce/gpt5_1.py -> fused_linear_ce: 83.72047978893993
fused_linear_ce/gpt5_2.py -> fused_linear_ce: 89.31993959495566
fused_linear_ce/gpt5_3.py -> fused_linear_ce: 81.19421506375159
fused_linear_ce/gpt5_4.py -> fused_linear_ce: 0.0
fused_linear_ce/grok4fastreasoning.py -> fused_linear_ce: 0.0
fused_linear_ce/grok4fastreasoning_1.py -> fused_linear_ce: 0.0
fused_linear_ce/grok4fastreasoning_2.py -> fused_linear_ce: 89.08253941657938
fused_linear_ce/grok4fastreasoning_3.py -> fused_linear_ce: 0.0
fused_linear_ce/grok4fastreasoning_4.py -> fused_linear_ce: 0.0
fused_linear_jsd/deepseekreasoner.py -> fused_linear_jsd: 0.0
fused_linear_jsd/deepseekreasoner_1.py -> fused_linear_jsd: 0.0
fused_linear_jsd/deepseekreasoner_2.py -> fused_linear_jsd: 0.0
fused_linear_jsd/deepseekreasoner_3.py -> fused_linear_jsd: 83.42620759206609
fused_linear_jsd/deepseekreasoner_4.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gemini2.5pro.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gemini2.5pro_1.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gemini2.5pro_2.py -> fused_linear_jsd: 99.6193305990956
fused_linear_jsd/gemini2.5pro_3.py -> fused_linear_jsd: 94.04814063496
fused_linear_jsd/gemini2.5pro_4.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gemini3pro.py -> fused_linear_jsd: 99.33053652737293
fused_linear_jsd/gemini3pro_1.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gemini3pro_2.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gemini3pro_3.py -> fused_linear_jsd: 95.8139597939919
fused_linear_jsd/gemini3pro_4.py -> fused_linear_jsd: 99.47247814836662
fused_linear_jsd/gpt5.1.py -> fused_linear_jsd: 98.97804127890925
fused_linear_jsd/gpt5.1_1.py -> fused_linear_jsd: 99.03665014297609
fused_linear_jsd/gpt5.1_2.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gpt5.1_3.py -> fused_linear_jsd: 96.1791690885607
fused_linear_jsd/gpt5.1_4.py -> fused_linear_jsd: 97.93360570575177
fused_linear_jsd/gpt5.2.py -> fused_linear_jsd: 99.54815314839506
fused_linear_jsd/gpt5.2_1.py -> fused_linear_jsd: 98.35826379831728
fused_linear_jsd/gpt5.2_2.py -> fused_linear_jsd: 99.57807672827097
fused_linear_jsd/gpt5.2_3.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gpt5.2_4.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gpt5.py -> fused_linear_jsd: 0.0
fused_linear_jsd/gpt5_1.py -> fused_linear_jsd: 98.35826379831728
fused_linear_jsd/gpt5_2.py -> fused_linear_jsd: 90.6352701473532
fused_linear_jsd/gpt5_3.py -> fused_linear_jsd: 99.3116551695183
fused_linear_jsd/gpt5_4.py -> fused_linear_jsd: 0.0
fused_linear_jsd/grok4fastreasoning.py -> fused_linear_jsd: 0.0
fused_linear_jsd/grok4fastreasoning_1.py -> fused_linear_jsd: 98.00211303468073
fused_linear_jsd/grok4fastreasoning_2.py -> fused_linear_jsd: 0.0
fused_linear_jsd/grok4fastreasoning_3.py -> fused_linear_jsd: 97.93360570575177
fused_linear_jsd/grok4fastreasoning_4.py -> fused_linear_jsd: 97.93360570575177
gdpa_attention/deepseekreasoner.py -> gdpa_attention: 0.0
gdpa_attention/deepseekreasoner_1.py -> gdpa_attention: 0.0
gdpa_attention/deepseekreasoner_2.py -> gdpa_attention: 0.0
gdpa_attention/deepseekreasoner_3.py -> gdpa_attention: 0.0
gdpa_attention/deepseekreasoner_4.py -> gdpa_attention: 0.0
gdpa_attention/gemini2.5pro.py -> gdpa_attention: 89.3661048405058
gdpa_attention/gemini2.5pro_1.py -> gdpa_attention: 0.0
gdpa_attention/gemini2.5pro_2.py -> gdpa_attention: 0.0
gdpa_attention/gemini2.5pro_3.py -> gdpa_attention: 88.26555919439222
gdpa_attention/gemini2.5pro_4.py -> gdpa_attention: 0.0
gdpa_attention/gemini3pro.py -> gdpa_attention: 0.0
gdpa_attention/gemini3pro_1.py -> gdpa_attention: 0.0
gdpa_attention/gemini3pro_2.py -> gdpa_attention: 0.0
gdpa_attention/gemini3pro_3.py -> gdpa_attention: 0.0
gdpa_attention/gemini3pro_4.py -> gdpa_attention: 0.0
gdpa_attention/gpt5.1.py -> gdpa_attention: 80.1610987953538
gdpa_attention/gpt5.1_1.py -> gdpa_attention: 89.65285731972097
gdpa_attention/gpt5.1_2.py -> gdpa_attention: 80.5690612186654
gdpa_attention/gpt5.1_3.py -> gdpa_attention: 72.19224111614497
gdpa_attention/gpt5.1_4.py -> gdpa_attention: 33.15538725124951
gdpa_attention/gpt5.2.py -> gdpa_attention: 0.0
gdpa_attention/gpt5.2_1.py -> gdpa_attention: 0.0
gdpa_attention/gpt5.2_2.py -> gdpa_attention: 0.0
gdpa_attention/gpt5.2_3.py -> gdpa_attention: 0.0
gdpa_attention/gpt5.2_4.py -> gdpa_attention: 0.0
gdpa_attention/gpt5.py -> gdpa_attention: 24.469181145629435
gdpa_attention/gpt5_1.py -> gdpa_attention: 0.0
gdpa_attention/gpt5_2.py -> gdpa_attention: 67.26677740191879
gdpa_attention/gpt5_3.py -> gdpa_attention: 38.245291913929236
gdpa_attention/gpt5_4.py -> gdpa_attention: 76.30924332704477
gdpa_attention/grok4fastreasoning.py -> gdpa_attention: 0.0
gdpa_attention/grok4fastreasoning_1.py -> gdpa_attention: 0.0
gdpa_attention/grok4fastreasoning_2.py -> gdpa_attention: 0.0
gdpa_attention/grok4fastreasoning_3.py -> gdpa_attention: 0.0
gdpa_attention/grok4fastreasoning_4.py -> gdpa_attention: 0.0
gemm_optimization/annoying/deepseekreasoner.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/deepseekreasoner_1.py -> gemm_optimization/annoying: 26.87420164133463
gemm_optimization/annoying/deepseekreasoner_2.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/deepseekreasoner_3.py -> gemm_optimization/annoying: 21.049402933370963
gemm_optimization/annoying/deepseekreasoner_4.py -> gemm_optimization/annoying: 20.20534206640211
gemm_optimization/annoying/gemini2.5pro.py -> gemm_optimization/annoying: 24.239136888576628
gemm_optimization/annoying/gemini2.5pro_1.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gemini2.5pro_2.py -> gemm_optimization/annoying: 14.805243558083559
gemm_optimization/annoying/gemini2.5pro_3.py -> gemm_optimization/annoying: 19.707892386093572
gemm_optimization/annoying/gemini2.5pro_4.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gemini3pro.py -> gemm_optimization/annoying: 21.408033915562775
gemm_optimization/annoying/gemini3pro_1.py -> gemm_optimization/annoying: 18.977277095560563
gemm_optimization/annoying/gemini3pro_2.py -> gemm_optimization/annoying: 19.85039083663741
gemm_optimization/annoying/gemini3pro_3.py -> gemm_optimization/annoying: 20.483253228042265
gemm_optimization/annoying/gemini3pro_4.py -> gemm_optimization/annoying: 20.221691262628738
gemm_optimization/annoying/gpt5.1.py -> gemm_optimization/annoying: 6.6567090183340945
gemm_optimization/annoying/gpt5.1_1.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5.1_2.py -> gemm_optimization/annoying: 21.587069400007508
gemm_optimization/annoying/gpt5.1_3.py -> gemm_optimization/annoying: 23.729879588466762
gemm_optimization/annoying/gpt5.1_4.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5.2.py -> gemm_optimization/annoying: 27.019613302512113
gemm_optimization/annoying/gpt5.2_1.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5.2_2.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5.2_3.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5.2_4.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5_1.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5_2.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5_3.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/gpt5_4.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/grok4fastreasoning.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/grok4fastreasoning_1.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/grok4fastreasoning_2.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/grok4fastreasoning_3.py -> gemm_optimization/annoying: 0.0
gemm_optimization/annoying/grok4fastreasoning_4.py -> gemm_optimization/annoying: 0.0
gemm_optimization/k_skewed/deepseekreasoner.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/deepseekreasoner_1.py -> gemm_optimization/k_skewed: 64.03409262705215
gemm_optimization/k_skewed/deepseekreasoner_2.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/deepseekreasoner_3.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/deepseekreasoner_4.py -> gemm_optimization/k_skewed: 54.68031036964418
gemm_optimization/k_skewed/gemini2.5pro.py -> gemm_optimization/k_skewed: 72.79570881016322
gemm_optimization/k_skewed/gemini2.5pro_1.py -> gemm_optimization/k_skewed: 68.45669364160827
gemm_optimization/k_skewed/gemini2.5pro_2.py -> gemm_optimization/k_skewed: 68.92466688040501
gemm_optimization/k_skewed/gemini2.5pro_3.py -> gemm_optimization/k_skewed: 72.52887732566289
gemm_optimization/k_skewed/gemini2.5pro_4.py -> gemm_optimization/k_skewed: 63.42227286417863
gemm_optimization/k_skewed/gemini3pro.py -> gemm_optimization/k_skewed: 61.22832875187192
gemm_optimization/k_skewed/gemini3pro_1.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gemini3pro_2.py -> gemm_optimization/k_skewed: 66.08313877314265
gemm_optimization/k_skewed/gemini3pro_3.py -> gemm_optimization/k_skewed: 74.83611895403209
gemm_optimization/k_skewed/gemini3pro_4.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5.1.py -> gemm_optimization/k_skewed: 64.3942957762782
gemm_optimization/k_skewed/gpt5.1_1.py -> gemm_optimization/k_skewed: 67.28455174000767
gemm_optimization/k_skewed/gpt5.1_2.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5.1_3.py -> gemm_optimization/k_skewed: 72.44562472358571
gemm_optimization/k_skewed/gpt5.1_4.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5.2.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5.2_1.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5.2_2.py -> gemm_optimization/k_skewed: 67.64517449553311
gemm_optimization/k_skewed/gpt5.2_3.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5.2_4.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5_1.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5_2.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5_3.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/gpt5_4.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/grok4fastreasoning.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/grok4fastreasoning_1.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/grok4fastreasoning_2.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/grok4fastreasoning_3.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/k_skewed/grok4fastreasoning_4.py -> gemm_optimization/k_skewed: 0.0
gemm_optimization/near_tile/deepseekreasoner.py -> gemm_optimization/near_tile: 82.85827170101197
gemm_optimization/near_tile/deepseekreasoner_1.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/deepseekreasoner_2.py -> gemm_optimization/near_tile: 9.36098781448582
gemm_optimization/near_tile/deepseekreasoner_3.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/deepseekreasoner_4.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/gemini2.5pro.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/gemini2.5pro_1.py -> gemm_optimization/near_tile: 83.34965225579761
gemm_optimization/near_tile/gemini2.5pro_2.py -> gemm_optimization/near_tile: 96.13251605917998
gemm_optimization/near_tile/gemini2.5pro_3.py -> gemm_optimization/near_tile: 100.0
gemm_optimization/near_tile/gemini2.5pro_4.py -> gemm_optimization/near_tile: 64.34511919646317
gemm_optimization/near_tile/gemini3pro.py -> gemm_optimization/near_tile: 68.33684254125374
gemm_optimization/near_tile/gemini3pro_1.py -> gemm_optimization/near_tile: 81.25993657419399
gemm_optimization/near_tile/gemini3pro_2.py -> gemm_optimization/near_tile: 68.09453134614729
gemm_optimization/near_tile/gemini3pro_3.py -> gemm_optimization/near_tile: 76.04269466161155
gemm_optimization/near_tile/gemini3pro_4.py -> gemm_optimization/near_tile: 68.22105542897616
gemm_optimization/near_tile/gpt5.1.py -> gemm_optimization/near_tile: 78.41029810690074
gemm_optimization/near_tile/gpt5.1_1.py -> gemm_optimization/near_tile: 83.0360558526243
gemm_optimization/near_tile/gpt5.1_2.py -> gemm_optimization/near_tile: 61.15099851922521
gemm_optimization/near_tile/gpt5.1_3.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/gpt5.1_4.py -> gemm_optimization/near_tile: 69.90967781374924
gemm_optimization/near_tile/gpt5.2.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/gpt5.2_1.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/gpt5.2_2.py -> gemm_optimization/near_tile: 58.772688310953654
gemm_optimization/near_tile/gpt5.2_3.py -> gemm_optimization/near_tile: 32.775966473958405
gemm_optimization/near_tile/gpt5.2_4.py -> gemm_optimization/near_tile: 80.85560667444189
gemm_optimization/near_tile/gpt5.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/gpt5_1.py -> gemm_optimization/near_tile: 81.87580889394614
gemm_optimization/near_tile/gpt5_2.py -> gemm_optimization/near_tile: 56.509194786600744
gemm_optimization/near_tile/gpt5_3.py -> gemm_optimization/near_tile: 63.65014543644318
gemm_optimization/near_tile/gpt5_4.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/grok4fastreasoning.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/grok4fastreasoning_1.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/grok4fastreasoning_2.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/grok4fastreasoning_3.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/near_tile/grok4fastreasoning_4.py -> gemm_optimization/near_tile: 0.0
gemm_optimization/rectangles/deepseekreasoner.py -> gemm_optimization/rectangles: 9.57062187199127
gemm_optimization/rectangles/deepseekreasoner_1.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/deepseekreasoner_2.py -> gemm_optimization/rectangles: 22.200879561426788
gemm_optimization/rectangles/deepseekreasoner_3.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/deepseekreasoner_4.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gemini2.5pro.py -> gemm_optimization/rectangles: 28.801926474073912
gemm_optimization/rectangles/gemini2.5pro_1.py -> gemm_optimization/rectangles: 22.216972421693416
gemm_optimization/rectangles/gemini2.5pro_2.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gemini2.5pro_3.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gemini2.5pro_4.py -> gemm_optimization/rectangles: 21.752791163515152
gemm_optimization/rectangles/gemini3pro.py -> gemm_optimization/rectangles: 20.32023590029841
gemm_optimization/rectangles/gemini3pro_1.py -> gemm_optimization/rectangles: 21.161482843012557
gemm_optimization/rectangles/gemini3pro_2.py -> gemm_optimization/rectangles: 24.842152516179084
gemm_optimization/rectangles/gemini3pro_3.py -> gemm_optimization/rectangles: 23.408207277111803
gemm_optimization/rectangles/gemini3pro_4.py -> gemm_optimization/rectangles: 27.305276545671042
gemm_optimization/rectangles/gpt5.1.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5.1_1.py -> gemm_optimization/rectangles: 7.65007617128669
gemm_optimization/rectangles/gpt5.1_2.py -> gemm_optimization/rectangles: 13.59988311211544
gemm_optimization/rectangles/gpt5.1_3.py -> gemm_optimization/rectangles: 16.011454841662733
gemm_optimization/rectangles/gpt5.1_4.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5.2.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5.2_1.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5.2_2.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5.2_3.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5.2_4.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5_1.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5_2.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5_3.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/gpt5_4.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/grok4fastreasoning.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/grok4fastreasoning_1.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/grok4fastreasoning_2.py -> gemm_optimization/rectangles: 9.003362735843101
gemm_optimization/rectangles/grok4fastreasoning_3.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/rectangles/grok4fastreasoning_4.py -> gemm_optimization/rectangles: 0.0
gemm_optimization/squares/deepseekreasoner.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/deepseekreasoner_1.py -> gemm_optimization/squares: 17.596764037414005
gemm_optimization/squares/deepseekreasoner_2.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/deepseekreasoner_3.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/deepseekreasoner_4.py -> gemm_optimization/squares: 20.8954132511978
gemm_optimization/squares/gemini2.5pro.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gemini2.5pro_1.py -> gemm_optimization/squares: 17.573772172074197
gemm_optimization/squares/gemini2.5pro_2.py -> gemm_optimization/squares: 11.414813881112062
gemm_optimization/squares/gemini2.5pro_3.py -> gemm_optimization/squares: 18.498206667350736
gemm_optimization/squares/gemini2.5pro_4.py -> gemm_optimization/squares: 20.758245901462537
gemm_optimization/squares/gemini3pro.py -> gemm_optimization/squares: 18.631621781140918
gemm_optimization/squares/gemini3pro_1.py -> gemm_optimization/squares: 21.37631542103251
gemm_optimization/squares/gemini3pro_2.py -> gemm_optimization/squares: 22.25664744106216
gemm_optimization/squares/gemini3pro_3.py -> gemm_optimization/squares: 24.011030491332185
gemm_optimization/squares/gemini3pro_4.py -> gemm_optimization/squares: 20.16424513883083
gemm_optimization/squares/gpt5.1.py -> gemm_optimization/squares: 4.75288805309062
gemm_optimization/squares/gpt5.1_1.py -> gemm_optimization/squares: 6.088986453672551
gemm_optimization/squares/gpt5.1_2.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5.1_3.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5.1_4.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5.2.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5.2_1.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5.2_2.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5.2_3.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5.2_4.py -> gemm_optimization/squares: 21.676156673355116
gemm_optimization/squares/gpt5.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5_1.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5_2.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5_3.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/gpt5_4.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/grok4fastreasoning.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/grok4fastreasoning_1.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/grok4fastreasoning_2.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/grok4fastreasoning_3.py -> gemm_optimization/squares: 0.0
gemm_optimization/squares/grok4fastreasoning_4.py -> gemm_optimization/squares: 0.0
gemm_optimization/transformerish/deepseekreasoner.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/deepseekreasoner_1.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/deepseekreasoner_2.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/deepseekreasoner_3.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/deepseekreasoner_4.py -> gemm_optimization/transformerish: 25.445641449644118
gemm_optimization/transformerish/gemini2.5pro.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gemini2.5pro_1.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gemini2.5pro_2.py -> gemm_optimization/transformerish: 5.480313674692638
gemm_optimization/transformerish/gemini2.5pro_3.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gemini2.5pro_4.py -> gemm_optimization/transformerish: 18.161075770336744
gemm_optimization/transformerish/gemini3pro.py -> gemm_optimization/transformerish: 22.78167013467234
gemm_optimization/transformerish/gemini3pro_1.py -> gemm_optimization/transformerish: 21.55562487403214
gemm_optimization/transformerish/gemini3pro_2.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gemini3pro_3.py -> gemm_optimization/transformerish: 25.06368954404371
gemm_optimization/transformerish/gemini3pro_4.py -> gemm_optimization/transformerish: 23.83669505203144
gemm_optimization/transformerish/gpt5.1.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5.1_1.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5.1_2.py -> gemm_optimization/transformerish: 2.255266022658964
gemm_optimization/transformerish/gpt5.1_3.py -> gemm_optimization/transformerish: 3.9206720337627954
gemm_optimization/transformerish/gpt5.1_4.py -> gemm_optimization/transformerish: 7.600850592236286
gemm_optimization/transformerish/gpt5.2.py -> gemm_optimization/transformerish: 22.154346816570424
gemm_optimization/transformerish/gpt5.2_1.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5.2_2.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5.2_3.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5.2_4.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5_1.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5_2.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5_3.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/gpt5_4.py -> gemm_optimization/transformerish: 8.20182712617077
gemm_optimization/transformerish/grok4fastreasoning.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/grok4fastreasoning_1.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/grok4fastreasoning_2.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/grok4fastreasoning_3.py -> gemm_optimization/transformerish: 0.0
gemm_optimization/transformerish/grok4fastreasoning_4.py -> gemm_optimization/transformerish: 0.0
grammar_fuzzing/fuzzer/sql/deepseekreasoner.py -> grammar_fuzzing/fuzzer/sql: 0.0
grammar_fuzzing/fuzzer/sql/deepseekreasoner_1.py -> grammar_fuzzing/fuzzer/sql: 17.463184450054705
grammar_fuzzing/fuzzer/sql/deepseekreasoner_2.py -> grammar_fuzzing/fuzzer/sql: 0.0
grammar_fuzzing/fuzzer/sql/deepseekreasoner_3.py -> grammar_fuzzing/fuzzer/sql: 0.0
grammar_fuzzing/fuzzer/sql/deepseekreasoner_4.py -> grammar_fuzzing/fuzzer/sql: 0.0
grammar_fuzzing/fuzzer/sql/gemini2.5pro.py -> grammar_fuzzing/fuzzer/sql: 0.0
grammar_fuzzing/fuzzer/sql/gemini2.5pro_1.py -> grammar_fuzzing/fuzzer/sql: 39.585360170584075
